"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj" "symbol"
"FBgn0014006" 2239.63460033514 -0.020382904103269 0.264497405588806 -0.0770627751825921 0.93857360600491 0.999798828359795 "Ask1"
"FBgn0014007" 2669.06195841491 -0.156018772779307 0.273989773879325 -0.569432831635617 0.569062441423817 0.999798828359795 "Ptp69D"
"FBgn0014009" 2829.23902255064 0.323734555851475 0.259407068800922 1.24797892882372 0.212038773809638 0.999798828359795 "Rab2"
"FBgn0014010" 4350.20317643638 0.0701249824626427 0.269088275226534 0.260602147765849 0.794399333223353 0.999798828359795 "Rab5"
"FBgn0014011" 1699.63317881647 -0.221719850914276 0.269840822399286 -0.821669045264748 0.41126528125113 0.999798828359795 "Rac2"
"FBgn0014018" 3942.30705684459 0.146350602157984 0.253176777239485 0.578056975658347 0.563225653248801 0.999798828359795 "Rel"
"FBgn0014019" 1.57159636875192 1.07780042512636 4.07716062375932 0.264350739297726 0.79150966602729 NA "Rh5"
"FBgn0014020" 18655.8880128679 0.0265411014410782 0.243238995611853 0.109115322460182 0.913111021889294 0.999798828359795 "Rho1"
"FBgn0014022" 453.966716112402 -0.0251886296010096 0.357999313854028 -0.0703594354129965 0.943907577047983 0.999798828359795 "Rlb1"
"FBgn0014023" 790.767518139867 -0.115351361709552 0.307054219063443 -0.37567098755845 0.707161509185485 0.999798828359795 "mRpL47"
"FBgn0014024" 1888.35325374858 0.177442264384138 0.278460107018137 0.63722687707141 0.523977073124593 0.999798828359795 "Rnp4F"
"FBgn0014026" 54434.9499841655 0.193823924862254 0.244031508266959 0.794257783508102 0.427045375370219 0.999798828359795 "RpL7A"
"FBgn0014028" 2994.42848938167 0.481071249116373 0.258801595459561 1.85884189879943 0.063049551591819 0.999798828359795 "SdhB"
"FBgn0014029" 4137.82459513166 -0.308095327859574 0.267033768437884 -1.15376916433414 0.248594819306136 0.999798828359795 "Septin2"
"FBgn0014031" 23.3618775548722 -0.340218219217479 1.12769539773453 -0.301693364982206 0.762885826728076 0.999798828359795 "Agxt"
"FBgn0014032" 293.899827436498 -0.26959671972169 0.390545192988349 -0.690308636649211 0.490000117750834 0.999798828359795 "Sptr"
"FBgn0014033" 11157.7559567195 0.706942955447669 0.287232329780071 2.46122348410071 0.0138464086016079 0.513342778155909 "Sr-CI"
"FBgn0014037" 6829.96432939888 -0.00327740390293146 0.292749040614229 -0.0111952677831326 0.991067655269954 0.999798828359795 "Su(Tpl)"
"FBgn0014073" 4.92620121820099 0.171005289534343 2.3356063058766 0.0732166586055528 0.941633710315768 0.999798828359795 "Tie"
"FBgn0014075" 4077.33568569158 -0.0273184579001382 0.256737894651571 -0.106406021351905 0.915260215854327 0.999798828359795 "Uggt"
"FBgn0014076" 0 NA NA NA NA NA "Vm32E"
"FBgn0014092" 465.487578808538 -0.319533700262994 0.349372744107955 -0.914592525180666 0.360405584264801 0.999798828359795 "CG4278"
"FBgn0014127" 1579.44892314005 -0.366588398722595 0.272848857721598 -1.34355848796202 0.179091200835344 0.999798828359795 "barr"
"FBgn0014133" 4716.31391224567 0.323164217293271 0.252113471045383 1.28182050706485 0.199905618690537 0.999798828359795 "bif"
"FBgn0014135" 192.156298799642 -0.358261873965786 1.53624000658071 -0.233206967941935 0.815600695375907 0.999798828359795 "bnl"
"FBgn0014141" 32932.4556064914 0.65605256141316 0.279478403691321 2.34741773513834 0.0189040471410532 0.621556790853095 "cher"
"FBgn0014143" 0 NA NA NA NA NA "croc"
"FBgn0014163" 5456.52316490317 -0.90079297270628 0.344915924662775 -2.61163056935392 0.00901115705087592 0.386578637482577 "fax"
"FBgn0014179" 0.554345896315131 2.35036757336727 6.05643748983834 0.38807757486324 0.697958626672194 NA "gcm"
"FBgn0014184" 10023.8931377106 0.110031390593567 0.274763066618243 0.40045917359936 0.688818347996102 0.999798828359795 "Oda"
"FBgn0014189" 5635.36824856945 0.292734869977413 0.258520399587559 1.13234727489374 0.257488462135268 0.999798828359795 "Hel25E"
"FBgn0014269" 1001.52503742328 0.426594143786777 0.296867832531102 1.43698338802701 0.150722713787366 0.999798828359795 "prod"
"FBgn0014340" 977.036893940951 -0.00296521613860876 0.2927068245353 -0.0101303279939452 0.991917305943785 0.999798828359795 "mof"
"FBgn0014342" 298.881395408796 -0.201467680030262 0.392365555946619 -0.513469332302124 0.607623057802897 0.999798828359795 "mia"
"FBgn0014343" 22.7079289751517 0.782963737241475 1.20567764180479 0.649397243586145 0.516081645192203 0.999798828359795 "mirr"
"FBgn0014362" 1641.01882953947 -0.12464279599209 0.273584173227204 -0.455592129185697 0.648683304065787 0.999798828359795 NA
"FBgn0014366" 896.489912249134 -0.102101540980578 0.297404711857251 -0.343308417485952 0.731366448971252 0.999798828359795 "noi"
"FBgn0014368" 0 NA NA NA NA NA "nol"
"FBgn0014380" 1908.50678717235 0.126958679670541 0.267717269728093 0.474226708644858 0.63533824928869 0.999798828359795 "RhoL"
"FBgn0014388" 37309.977667285 -0.027452391738866 0.31161859954014 -0.0880961270584552 0.92980027457265 0.999798828359795 "sty"
"FBgn0014391" 1166.32913195242 -0.214609315288601 0.28361864725522 -0.756682670076629 0.44923999971917 0.999798828359795 "sun"
"FBgn0014395" 49.4333439417239 -0.0276051060938907 0.796880311212067 -0.0346414708777319 0.972365632352295 0.999798828359795 "tilB"
"FBgn0014396" 3.91738237391807 -0.764460961841832 2.64073584578854 -0.289487857356501 0.772208070728985 NA "tim"
"FBgn0014411" 3016.22122561018 0.1436646733555 0.276577651433194 0.519437028303066 0.603456015355472 0.999798828359795 "Vps26"
"FBgn0014417" 2148.78776476148 0.488279754137849 0.270649017493902 1.8041068785659 0.0712145536137675 0.999798828359795 "Naglu"
"FBgn0014427" 190.892799325937 0.137586484800018 0.453202678038431 0.303587095723983 0.761442483977511 0.999798828359795 "CG11899"
"FBgn0014454" 0 NA NA NA NA NA "Acp1"
"FBgn0014455" 4719.60581671855 0.277538517601927 0.28708795527233 0.966736891969764 0.333675579592416 0.999798828359795 "Ahcy"
"FBgn0014462" 0.580026380296255 -0.887196089685704 5.93446094423099 -0.149499019038648 0.881159883363293 NA NA
"FBgn0014464" 4.46329664207933 0.431682918182329 2.46154422873825 0.175370774631014 0.860788303161927 NA "Cp7Fa"
"FBgn0014465" 6.02892477073503 -1.3029520688086 2.11788949976758 -0.615212488164087 0.538414401609975 0.999798828359795 "Cp7Fb"
"FBgn0014466" 8.55797901580763 0.0955751680260659 1.79983530910249 0.0531021741504368 0.957650499177421 0.999798828359795 "Cp7Fc"
"FBgn0014467" 887.174236671972 0.269477382735373 0.297984351616577 0.904334007049188 0.365818319591619 0.999798828359795 NA
"FBgn0014469" 1309.03170994275 0.215843753642503 0.280246401553546 0.770192774808073 0.441185549178659 0.999798828359795 "Cyp4e2"
"FBgn0014848" 0 NA NA NA NA NA "Eig71Eh"
"FBgn0014849" 0 NA NA NA NA NA "Eig71Ei"
"FBgn0014850" 0 NA NA NA NA NA "Eig71Ej"
"FBgn0014851" 0 NA NA NA NA NA "Eig71Ek"
"FBgn0014857" 2241.41013415363 0.318386813372267 0.264838199888079 1.2021936922499 0.229288492628872 0.999798828359795 "His3.3A"
"FBgn0014859" 18.1011741804552 -0.903412473243637 1.2726945212731 -0.709842352695864 0.477801901986957 0.999798828359795 "Hr38"
"FBgn0014861" 2426.59570343655 0.0557164769750918 0.266613774303419 0.208978238730021 0.834465226531613 0.999798828359795 "Mcm2"
"FBgn0014863" 11.9639448332189 -0.29912926495634 1.53699559018885 -0.194619468569579 0.845690860771616 0.999798828359795 "Mlp84B"
"FBgn0014865" 11.5583694651558 0.493026810542315 1.57002759152431 0.314024296900187 0.753502585236617 0.999798828359795 "Mtk"
"FBgn0014868" 5112.21839748545 0.109216126152595 0.252389725491495 0.432728099132847 0.665212313667203 0.999798828359795 "Ost48"
"FBgn0014869" 2069.41831745546 -0.331830929467798 0.264993974961986 -1.25222065715041 0.210489470838991 0.999798828359795 "Pglym78"
"FBgn0014870" 1406.44501822006 -0.0999340046244826 0.289997307464016 -0.344603215451864 0.730392688125737 0.999798828359795 "Psi"
"FBgn0014877" 609.218863542131 -0.078156778948176 0.32058963565601 -0.243790722642193 0.807392905846313 0.999798828359795 "Roe1"
"FBgn0014879" 1712.23737296084 -0.129330022035782 0.270343369984714 -0.478391691437058 0.632371446100194 0.999798828359795 "Set"
"FBgn0014903" 0 NA NA NA NA NA "CG14630"
"FBgn0014906" 5424.04766919706 0.535590873518176 0.252128799883307 2.12427486969384 0.0336471658343042 0.821042912967791 "Hydr2"
"FBgn0014930" 409.907232845562 -0.072254700469561 0.36013242662292 -0.200633697851419 0.840985006730099 0.999798828359795 "Rfk"
"FBgn0014931" 437.670657131861 0.222820031821121 0.36224607656532 0.615106818916621 0.538484179127282 0.999798828359795 "kipf"
"FBgn0014949" 10.2491605767918 -1.17064158315906 1.66154705392724 -0.704549161212214 0.481090845897668 0.999798828359795 "btn"
"FBgn0014963" 4770.37086075331 0.100614016777516 0.262642195107045 0.383083977563121 0.701657499185948 0.999798828359795 NA
"FBgn0015000" 1364.11882116052 0.198156401747225 0.279001602587969 0.710233919479894 0.477559089945346 0.999798828359795 "betaggt-I"
"FBgn0015001" 3.03450256148312 -0.388010542495552 2.9559530488816 -0.131264108759223 0.895566383139124 NA "iotaTry"
"FBgn0015008" 0 NA NA NA NA NA "Actn3"
"FBgn0015010" 6.05460525471615 -1.59149405627077 2.12040760368876 -0.750560436352959 0.452917238970974 0.999798828359795 "Ag5r"
"FBgn0015011" 1.04293095641792 -1.57022219817441 5.23401691977884 -0.300003271338442 0.764174660326075 NA "AhcyL2"
"FBgn0015014" 1414.69517743182 -0.11175771018638 0.282289806281923 -0.395897080586636 0.692180954839602 0.999798828359795 NA
"FBgn0015019" 9527.86765580834 0.310709250424252 0.256170832387765 1.21289862521871 0.22516858133462 0.999798828359795 "CCT3"
"FBgn0015024" 4003.6407832924 0.0022143794408934 0.272938100175094 0.0081131195662051 0.99352673817286 0.999798828359795 "CkIalpha"
"FBgn0015025" 135.382554023553 -0.219799411061619 0.551626040778046 -0.398457278687571 0.690293143380463 0.999798828359795 "CkIIalpha-i1"
"FBgn0015031" 1925.06967329447 -0.352069145816192 0.308257346994447 -1.14212734667613 0.253401089854226 0.999798828359795 "cype"
"FBgn0015032" 5.03735478227936 -1.96726021661132 2.32471489662427 -0.846237196426965 0.397420435428757 0.999798828359795 "Cyp4c3"
"FBgn0015033" 2.96874172527078 -1.69165646665398 2.99935609325497 -0.564006544757463 0.572749678050686 NA "Cyp4d8"
"FBgn0015034" 16.409992619471 -0.223886852858803 1.3202141069399 -0.169583745304575 0.865337506745568 0.999798828359795 "Cyp4e1"
"FBgn0015035" 6.017644155004 0.229364466657112 2.18943485878259 0.104759666969333 0.916566514981735 0.999798828359795 "Cyp4e3"
"FBgn0015036" 113.184735015409 -0.0055304079624783 0.555661415648423 -0.00995283783745295 0.992058915459495 0.999798828359795 "Cyp4ae1"
"FBgn0015037" 242.056363716896 -0.108868052248983 0.416245690938846 -0.261547577834212 0.793670264139009 0.999798828359795 "Cyp4p1"
"FBgn0015038" 2.3774347292435 4.43072871815958 3.97171975316397 1.1155693234977 0.264606529234018 NA "Cyp9b1"
"FBgn0015039" 0.277172948157565 1.55535533864044 6.10726488258779 0.254672978582419 0.798975688188077 NA "Cyp9b2"
"FBgn0015040" 278.202758371972 -0.795275388461 1.37912964295277 -0.57665020291949 0.56417577822624 0.999798828359795 "Cyp9c1"
"FBgn0015075" 720.736716838888 0.0233658275302431 0.332349618020534 0.0703049627961342 0.943950932543698 0.999798828359795 "Ddx1"
"FBgn0015129" 0 NA NA NA NA NA NA
"FBgn0015218" 4141.10665816876 0.180784194748743 0.261066955230322 0.692482105172018 0.488634619946138 0.999798828359795 "eIF4E1"
"FBgn0015221" 63.3279109853334 -0.39037782639468 0.72031277276192 -0.541955996279006 0.587848819977766 0.999798828359795 "Fer2LCH"
"FBgn0015222" 13338.1532269801 0.000308692482270855 0.247209216389618 0.00124870944044552 0.999003674275464 0.999798828359795 "Fer1HCH"
"FBgn0015229" 903.306984224315 -0.464732976757357 0.338567464615933 -1.37264511604665 0.169862699069645 0.999798828359795 "glec"
"FBgn0015230" 0 NA NA NA NA NA "Glut3"
"FBgn0015239" 734.903528367898 0.112126214237804 0.31800757700531 0.35258975680297 0.72439601790836 0.999798828359795 "Hr78"
"FBgn0015240" 794.260168849992 0.412541086870324 0.304962293868032 1.3527609647665 0.176132007013178 0.999798828359795 "Hr96"
"FBgn0015245" 11913.7283041567 0.0927223258801425 0.272148066556788 0.34070543676192 0.733325345363847 0.999798828359795 "Hsp60A"
"FBgn0015247" 2533.20783727139 0.104356458171723 0.26282692158552 0.397053914957365 0.691327702992082 0.999798828359795 "Diap2"
"FBgn0015268" 9718.85698201927 0.319351803300717 0.248430268747981 1.28547863716511 0.198625077220655 0.999798828359795 "Nap1"
"FBgn0015269" 1989.53767171598 -0.0893670278003296 0.265606053382953 -0.336464574741749 0.73652056118772 0.999798828359795 "Nf1"
"FBgn0015270" 578.896640106764 0.251287592521964 0.335221823924941 0.749615850125049 0.453486101894449 0.999798828359795 "Orc2"
"FBgn0015271" 309.368960310438 -0.041631758776866 0.38503805658818 -0.108123750534596 0.913897528393709 0.999798828359795 "Orc5"
"FBgn0015277" 959.527238387586 0.409729177928545 0.300736321536317 1.36241999581373 0.17306537680702 0.999798828359795 "Pi3K59F"
"FBgn0015278" 2691.8233207606 0.0266887307169137 0.260425127625576 0.102481396323957 0.918374578679501 0.999798828359795 "Pi3K68D"
"FBgn0015279" 3731.74995128782 0.0728054894541918 0.254783587336039 0.285754236430336 0.775066361180045 0.999798828359795 "Pi3K92E"
"FBgn0015282" 2875.85881114212 0.162464487058723 0.258952323365216 0.627391501830974 0.530402636921376 0.999798828359795 "Rpt2"
"FBgn0015283" 1534.89777153655 0.099470765888288 0.285637598372905 0.348241150516981 0.727659085920493 0.999798828359795 "Rpn10"
"FBgn0015286" 910.924165334714 0.0844308652461903 0.29618386720408 0.285062336592475 0.775596384436769 0.999798828359795 "Rala"
"FBgn0015288" 9362.38021387871 0.464289657984974 0.247357366744076 1.87699951732322 0.0605181600173603 0.999798828359795 "RpL22"
"FBgn0015295" 1292.93891560961 -0.0782310994669629 0.279510005486802 -0.279886579840724 0.779564523643478 0.999798828359795 "Shark"
"FBgn0015296" 1894.74584890664 0.0390022625654533 0.266764695796409 0.146204738408186 0.883759765049274 0.999798828359795 "Shc"
"FBgn0015298" 708.969472701994 -0.013103702681546 0.310320306735532 -0.0422263783488508 0.966318234428427 0.999798828359795 "Srp19"
"FBgn0015299" 1428.37105753389 -0.102574547220552 0.281738193959047 -0.364077535172465 0.715800111649192 0.999798828359795 "Ssb-c31a"
"FBgn0015300" 0 NA NA NA NA NA "Ssl"
"FBgn0015316" 31.9315227859304 -0.237958259292949 0.974631482208447 -0.244152034524631 0.807113073922432 0.999798828359795 "Try29F"
"FBgn0015320" 1668.68230513863 -0.00930870194626017 0.276087879180905 -0.0337164455530505 0.973103264773538 0.999798828359795 "Ubc2"
"FBgn0015321" 886.165989361153 0.051257068942984 0.302248665529408 0.169585757651581 0.865335924047768 0.999798828359795 "Ubc4"
"FBgn0015323" 1.45447456457733 0.907574886876422 4.22604963457067 0.214757271058087 0.82995656831246 NA NA
"FBgn0015324" 6773.1945709653 0.0751537734288191 0.246954570957263 0.3043222611248 0.760882387016911 0.999798828359795 NA
"FBgn0015331" 1283.68329775408 0.0991490852412396 0.280167103763774 0.353892673012882 0.723419318265266 0.999798828359795 "abs"
"FBgn0015336" 10.8608356811654 -0.343594945404671 1.62570869617462 -0.211350868832263 0.832613491710295 0.999798828359795 "CG15865"
"FBgn0015338" 1173.82833404197 0.0702961756097141 0.287131794855741 0.244821983734096 0.80659427126033 0.999798828359795 "CG5861"
"FBgn0015350" 0 NA NA NA NA NA NA
"FBgn0015351" 0 NA NA NA NA NA "Mettl4"
"FBgn0015359" 960.731907537582 0.24043361834734 0.298502714116538 0.805465434573815 0.42055114504038 0.999798828359795 "Elp5"
"FBgn0015360" 1339.86979802098 0.352167272780702 0.279997699457511 1.25775059389066 0.2084819685723 0.999798828359795 "oxt"
"FBgn0015371" 605.790281312161 0.921598663460469 0.330863390953179 2.78543558658892 0.00534558595773733 0.276772321225607 "chn"
"FBgn0015372" 546.875903580119 0.0862942630210664 0.330052760380867 0.261455965165953 0.79374090343716 0.999798828359795 "RabX1"
"FBgn0015374" 1125.18991633962 -0.150982618622201 0.299378020153871 -0.504320987040401 0.614035831803491 0.999798828359795 NA
"FBgn0015376" 563.613398930576 0.412563067449269 0.329264665355863 1.25298311922835 0.210211850167917 0.999798828359795 "cutlet"
"FBgn0015379" 911.51438613155 -0.152619841597843 0.296551649666727 -0.514648432302978 0.606798714516542 0.999798828359795 "dod"
"FBgn0015380" 4.90298412227751 -2.49269839551085 2.39767771007259 -1.03963029936804 0.298511694381213 0.999798828359795 "drl"
"FBgn0015381" 1.29442342059436 0.715616770158258 4.40646099057132 0.162401703246549 0.870989529647961 NA "dsf"
"FBgn0015391" 4455.43834717664 -0.11802864588824 0.25039802461425 -0.471364125456137 0.637380729908155 0.999798828359795 "glu"
"FBgn0015393" 1581.62974984963 0.364547106618588 0.305989758743989 1.19137028675391 0.233508252217509 0.999798828359795 NA
"FBgn0015396" 2123.47823863092 -0.370871865350914 0.264786448382769 -1.40064519017525 0.161320200333032 0.999798828359795 "jumu"
"FBgn0015399" 6921.67241202967 -0.439529868451855 0.349039902923666 -1.25925392704449 0.20793862885377 0.999798828359795 "kek1"
"FBgn0015400" 0.60570686427738 -3.24160497142447 5.85997773496336 -0.553177011592304 0.580142206732122 NA "kek2"
"FBgn0015402" 982.52344889135 0.0642143497793873 0.298250823630554 0.215303176694426 0.829530953061881 0.999798828359795 "ksr"
"FBgn0015477" 5676.56484351149 0.211344469337024 0.249031528606161 0.848665510427243 0.396067442842896 0.999798828359795 "Rme-8"
"FBgn0015509" 4313.95739282918 -0.152804439438843 0.267185582850429 -0.571903759958421 0.567387176622509 0.999798828359795 "Cul1"
"FBgn0015513" 5542.4376414176 0.0623582907717429 0.260456038201108 0.239419639500136 0.810780202659153 0.999798828359795 "mbc"
"FBgn0015519" 6.43165115122106 -1.61153424901683 2.3375159383156 -0.689421715848532 0.49055792157938 0.999798828359795 "nAChRalpha3"
"FBgn0015520" 341.712827220506 -0.474445008283578 0.382292077511629 -1.24105372879234 0.214585901261552 0.999798828359795 "nonA-l"
"FBgn0015521" 20789.5483111959 0.311285512997582 0.245237711958781 1.2693215513685 0.204326402887196 0.999798828359795 "RpS21"
"FBgn0015522" 209.3473065123 0.563613415516397 0.452288534412162 1.24613686316175 0.212714153401519 0.999798828359795 "olf186-M"
"FBgn0015524" 0.60570686427738 -3.24160497142447 5.85997773496336 -0.553177011592304 0.580142206732122 NA "otp"
"FBgn0015527" 2783.91271920536 0.296927723892998 0.257712221524894 1.1521678022721 0.249252125761112 0.999798828359795 "peng"
"FBgn0015541" 2561.23245474394 -0.480337878549898 0.259254293903988 -1.85276730162003 0.0639157188304307 0.999798828359795 NA
"FBgn0015542" 3472.44343823373 -0.163081868147762 0.268351840440735 -0.60771660026598 0.543375451189022 0.999798828359795 NA
"FBgn0015543" 17.6330725632763 -0.507843049436619 1.34226916226546 -0.378346656328966 0.705173090042917 0.999798828359795 "snoRNA:Me28S-A1322"
"FBgn0015544" 563.766739952363 0.0309147483637118 0.331138617520924 0.0933589340776853 0.925618413840746 0.999798828359795 "spag"
"FBgn0015546" 966.922450027894 -0.030343621177695 0.293748865219938 -0.103297832844311 0.917726595559375 0.999798828359795 "spel1"
"FBgn0015550" 0.277172948157565 1.55535533864044 6.10726488258779 0.254672978582419 0.798975688188077 NA "tap"
"FBgn0015553" 352.14657290555 0.0280813808091275 0.381630707610179 0.0735826028910953 0.941342514488894 0.999798828359795 "tos"
"FBgn0015558" 41.364220250961 0.48578866104237 0.867870281490827 0.559748007741298 0.575651331621608 0.999798828359795 "tty"
"FBgn0015561" 0.60570686427738 -3.24160497142447 5.85997773496336 -0.553177011592304 0.580142206732122 NA "unpg"
"FBgn0015562" 873.621777199635 -0.164804326367271 0.297991538658704 -0.553050355419737 0.580228929580766 0.999798828359795 NA
"FBgn0015565" 504.177167590843 -0.27999071515501 0.412884414767333 -0.678133407657902 0.497687110414348 0.999798828359795 NA
"FBgn0015567" 3149.80302321679 -0.173699512206067 0.26149672823631 -0.664251187300127 0.506529556945531 0.999798828359795 NA
"FBgn0015568" 286.573735313321 -0.987129384105748 0.393385096354559 -2.50932074766769 0.0120963591567285 0.47013601563136 "alpha-Est1"
"FBgn0015569" 646.688637971307 -0.386378158623582 0.316073499663901 -1.22243136180173 0.221544545458023 0.999798828359795 "alpha-Est10"
"FBgn0015570" 4.7601818341218 -2.23857592664471 2.4065246636298 -0.930211088411714 0.352261801851571 0.999798828359795 "alpha-Est2"
"FBgn0015571" 192.396436595937 -0.248473514718159 0.45693271560052 -0.543785783409282 0.586588892974616 0.999798828359795 "alpha-Est3"
"FBgn0015572" 16.1412512994673 -0.484510698892632 1.33454221596591 -0.363053857042623 0.716564652938095 0.999798828359795 "alpha-Est4"
"FBgn0015574" 2.42879569720574 0.608462570726986 3.31421425647553 0.183591802955446 0.85433369411171 NA "alpha-Est6"
"FBgn0015575" 1013.3668116826 -0.480100091534869 0.329228306402618 -1.45825885016019 0.144769208000818 0.999798828359795 "alpha-Est7"
"FBgn0015576" 303.296040558398 0.884949161437744 0.417769396476562 2.1182718717583 0.0341520493925508 0.827085518756693 "alpha-Est8"
"FBgn0015577" 663.83741694383 0.179981857015808 0.316483036328903 0.568693536006026 0.569564135266928 0.999798828359795 "alpha-Est9"
"FBgn0015582" 364.91812402707 -0.244198168312557 0.366950195773152 -0.665480414305379 0.505743266580411 0.999798828359795 "dare"
"FBgn0015583" 0.30285343213869 -2.24165897453911 5.94809129844368 -0.376870303777221 0.70626999116373 NA "Acp29AB"
"FBgn0015584" 0.714397040298103 2.67401381912349 6.0349050077275 0.443091285728524 0.65769970806007 NA "Acp53Ea"
"FBgn0015585" 1.01725047243679 0.228543776367638 4.88610216458209 0.0467742524960457 0.962693150097964 NA "Acp63F"
"FBgn0015586" 1.13437227661139 0.48995196175618 5.0838930677228 0.0963733806414698 0.923224032868786 NA "Acp76A"
"FBgn0015589" 8670.32717284246 0.100792742850231 0.244989725213388 0.411416204342609 0.680767373875447 0.999798828359795 "Apc"
"FBgn0015591" 3.45447779779641 -0.605503332356997 3.05980650762956 -0.197889419101237 0.843131582809937 NA "AstA"
"FBgn0015600" 1588.13622202542 0.225329061821839 0.331338029206841 0.680057952783848 0.496467766749489 0.999798828359795 "toc"
"FBgn0015602" 767.450272392669 0.139021160433566 0.309577360854524 0.449067593475916 0.653382896927968 0.999798828359795 "BEAF-32"
"FBgn0015609" 18.0843109241474 -0.526365398234871 1.25815296710684 -0.418363594885655 0.675681299473434 0.999798828359795 "CadN"
"FBgn0015610" 3487.26097699392 0.326634190716818 0.255420021291354 1.27881200958883 0.200963263760446 0.999798828359795 NA
"FBgn0015614" 1550.93556247078 0.0823861641948081 0.275996876001074 0.298503973626454 0.7653185437702 0.999798828359795 "CanB2"
"FBgn0015615" 2494.63941230189 0.180496107347322 0.263048877614838 0.686169463956459 0.492606251267308 0.999798828359795 "SMC3"
"FBgn0015617" 576.058252976512 -0.168421147106607 0.327754836359491 -0.513863194140261 0.607347641905113 0.999798828359795 NA
"FBgn0015618" 165.318735226862 0.1336324546992 0.479137087798842 0.278902339439238 0.780319773141617 0.999798828359795 "Cdk8"
"FBgn0015621" 751.462833732146 0.105044464498315 0.314551421823826 0.33395005461825 0.738417247696867 0.999798828359795 "Clp"
"FBgn0015622" 10957.210206371 0.264795720810324 0.242343350767937 1.09264694067834 0.274548844403251 0.999798828359795 "Cnx99A"
"FBgn0015623" 6647.06963154056 0.174607206994888 0.24607202374313 0.709577644540192 0.477966086754432 0.999798828359795 "Cpr"
"FBgn0015624" 9159.60786617882 0.183353383304042 0.265566458254289 0.690423724853366 0.489927761290468 0.999798828359795 NA
"FBgn0015625" 410.637721943129 -0.13323148967735 0.355736403697393 -0.374523069026928 0.708015196785267 0.999798828359795 "CycB3"
"FBgn0015657" 3152.33784932213 0.106373521493579 0.272961656152523 0.389701333853793 0.696757410072668 0.999798828359795 NA
"FBgn0015663" 273.421994865262 0.235050093934054 0.403808588674683 0.582082948521472 0.560510810029579 0.999798828359795 "Ugt36A1"
"FBgn0015664" 2280.94646095619 0.355117505989466 0.279097733979249 1.27237688721568 0.203239242075879 0.999798828359795 "Dref"
"FBgn0015714" 1753.1530558137 0.0503383427655873 0.306305546492244 0.164340291392216 0.869463264911512 0.999798828359795 "Cyp6a17"
"FBgn0015721" 1.04293095641792 -1.57022219817441 5.23401691977884 -0.300003271338442 0.764174660326075 NA "ktub"
"FBgn0015737" 6716.62173057111 0.0774132779613677 0.252367769201075 0.306747879122743 0.759035283174231 0.999798828359795 "Hmu"
"FBgn0015754" 2563.27443339023 -0.128038339022187 0.265814503245653 -0.481683043847534 0.630031123202884 0.999798828359795 "Lis-1"
"FBgn0015756" 36682.2031931181 0.298105858335869 0.262043132367226 1.13762133601008 0.255278633502814 0.999798828359795 "RpL9"
"FBgn0015765" 444.31467584137 -0.0778649578657459 0.348582472497379 -0.223375998534555 0.823242882814161 0.999798828359795 "p38a"
"FBgn0015766" 17.8932669205485 0.835267024606142 1.30989781404047 0.637658155966917 0.523696229748919 0.999798828359795 "Msr-110"
"FBgn0015770" 0.30285343213869 -2.24165897453911 5.94809129844368 -0.376870303777221 0.70626999116373 NA "MstProx"
"FBgn0015772" 1148.0530608397 0.128464916407373 0.286886991467852 0.447789269740272 0.654305288176279 0.999798828359795 "Nak"
"FBgn0015773" 35.7858779766357 -0.187409856640263 0.928608958556446 -0.201817842605781 0.840059132177868 0.999798828359795 "NetA"
"FBgn0015774" 191.838585847584 -0.38993982378067 0.456170525743428 -0.854811527213818 0.392655495631555 0.999798828359795 "NetB"
"FBgn0015776" 6516.67594988238 0.0555631893880296 0.249792192343175 0.222437654543239 0.823973201866085 0.999798828359795 "nrv1"
"FBgn0015777" 1544.34805206269 -0.571436435378171 0.281505465025389 -2.029930166104 0.0423636382506141 0.917437540864861 "nrv2"
"FBgn0015778" 13253.6099286689 -0.257722099790941 0.252263517083161 -1.02163841514181 0.30695206885871 0.999798828359795 "rin"
"FBgn0015781" 358.679950950567 0.151391257345951 0.405433345439251 0.373406033442889 0.708846269684071 0.999798828359795 "P5cr"
"FBgn0015789" 2768.88405031712 -0.0203343090073074 0.259040861345552 -0.0784984612145115 0.937431554220351 0.999798828359795 "Rab10"
"FBgn0015790" 7761.09072315236 0.399091077148058 0.248858219128131 1.60368855224579 0.108782720514479 0.999798828359795 "Rab11"
"FBgn0015791" 1993.29586706816 0.169724116029352 0.2789241116108 0.608495676652647 0.54285877249899 0.999798828359795 "Rab14"
"FBgn0015793" 293.665242963839 0.253361534052602 0.412056871674093 0.614870304245266 0.53864037540733 0.999798828359795 "Rab19"
"FBgn0015794" 881.365882105164 0.101287833659652 0.298931754446327 0.338832633713518 0.734735815790048 0.999798828359795 "Rab18"
"FBgn0015795" 3465.63332575391 0.411519566141656 0.264851484878292 1.55377481206406 0.120238140688385 0.999798828359795 "Rab7"
"FBgn0015796" 1637.18977782543 0.0371425003229239 0.292626478315793 0.126928022838866 0.898997366998203 0.999798828359795 NA
"FBgn0015797" 2789.09490932912 0.2192093244052 0.257828895942296 0.850212399987395 0.395207008932811 0.999798828359795 "Rab6"
"FBgn0015799" 1264.83812114143 0.134247403234685 0.281202313286931 0.477405045731978 0.633073721900138 0.999798828359795 "Rbf"
